Unnamed: 0,date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
4631,"August 29, 2020",New York,Brooklyn,761 Marcy Ave,0,1,http://www.gunviolencearchive.org/incident/1779010,https://www.amny.com/police-fire/nyc-shootings-road-rage-and-rivalries-leave-three-shot-dead-in-brooklyn-and-bronx/
4632,"August 29, 2020",New York,Bronx,1509 White Plains Road,0,1,http://www.gunviolencearchive.org/incident/1779162,https://www.amny.com/police-fire/nyc-shootings-road-rage-and-rivalries-leave-three-shot-dead-in-brooklyn-and-bronx/
4633,"August 29, 2020",Virginia,Richmond,2100 block of Accommodation St,0,1,http://www.gunviolencearchive.org/incident/1779080,https://www.wric.com/news/crime/richmond-police-report-4-unrelated-overnight-shootings/
4634,"August 29, 2020",Illinois,Rockford,416 S Main St,0,1,http://www.gunviolencearchive.org/incident/1782250,https://www.mystateline.com/news/local-news/four-arrested-after-shooting-outside-new-embassy-suites-in-downtown-rockford/
4635,"August 29, 2020",Illinois,Chicago,400 block of S Kostner Ave,0,1,http://www.gunviolencearchive.org/incident/1779176,https://www.nbcchicago.com/news/local/chicago-gun-violence-4-dead-at-least-9-wounded-in-shootings-across-city/2330865/
4636,"August 29, 2020",Mississippi,Jackson,4704 Hanging Moss Rd,1,1,http://www.gunviolencearchive.org/incident/1779185,https://www.wapt.com/article/shooting-at-hanging-moss-road-gas-station-leaves-one-dead-another-injured/33840470
4637,"August 29, 2020",Illinois,Chicago,6800 block of S Perry Ave,0,1,http://www.gunviolencearchive.org/incident/1779188,https://www.nbcchicago.com/news/local/chicago-gun-violence-4-dead-at-least-9-wounded-in-shootings-across-city/2330865/
4638,"August 29, 2020",Indiana,Bloomington,3296 S Walnut Springs Dr,0,1,http://www.gunviolencearchive.org/incident/1783481,http://www.wbiw.com/2020/09/02/bloomington-man-facing-attempted-murder-charge/
4639,"August 29, 2020",Colorado,Grand Junction,27 1/4 Rd,0,2,http://www.gunviolencearchive.org/incident/1779326,https://www.thedenverchannel.com/news/local-news/authorities-investigate-double-shooting-in-desert-outside-grand-junction
4640,"May 19, 2020",Ohio,Akron,1100 block of Tarson Ter,0,0,http://www.gunviolencearchive.org/incident/1682934,https://www.beaconjournal.com/news/20200518/woman-says-bullet-fired-during-large-gathering-in-akron-parking-lot-pierced-her-wall
4641,"May 19, 2020",Ohio,Cincinnati,5661 Glenway Ave,0,1,http://www.gunviolencearchive.org/incident/1682939,https://local12.com/news/local/man-rushed-to-hospital-after-being-shot-in-westwood-apartments
4642,"May 19, 2020",Massachusetts,Boston,1035 Truman Pkwy,1,1,http://www.gunviolencearchive.org/incident/1683793,https://www.universalhub.com/2020/two-brothers-charged-murder-martini-shell-hyde
4643,"May 19, 2020",New York,Bronx,1022 Rev James A Polite Ave,0,0,http://www.gunviolencearchive.org/incident/1683792,https://twitter.com/nyc_alerts911/status/1262945760028635137?s=21
4644,"May 19, 2020",New York,Corona (Queens),N Conduit Ave,0,1,http://www.gunviolencearchive.org/incident/1683802,https://twitter.com/nyc_alerts911/status/1262882469038166022?s=21
4645,"May 19, 2020",South Carolina,Aiken,811 Laurens St NW,1,0,http://www.gunviolencearchive.org/incident/1683804,https://www.wjbf.com/csra-news/one-man-dead-after-drive-by-shooting-in-aiken/
4646,"May 19, 2020",Missouri,Saint Louis,10700 block of Spring Garden Dr,1,1,http://www.gunviolencearchive.org/incident/1684470,https://www.kcrg.com/content/news/Cedar-Rapids-16-year-old-dies-in-shooting-near-St-Louis-570654091.html
4647,"May 19, 2020",Ohio,Toledo,1200 block of Parkside Blvd,0,0,http://www.gunviolencearchive.org/incident/1683022,https://www.wtol.com/article/news/local/centraltoledohomesshotup/512-837b5700-c272-4604-9a7f-c7e70cca4cdf
4648,"May 19, 2020",Ohio,Toledo,700 block of Reineck Dr,0,1,http://www.gunviolencearchive.org/incident/1683023,https://www.wtol.com/article/news/crime/manshotineasttoledo/512-501e005f-9a2c-4558-a291-31fabaf0f971
4649,"May 19, 2020",New York,Corona (Queens),40th Ave and 10th St,0,1,http://www.gunviolencearchive.org/incident/1683853,https://abc7ny.com/6195557/?ex_cid=TA_WABC_TW&taid=5ec4c76cfe7ea000015794dc&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter
4650,"May 19, 2020",Ohio,Youngstown,Glenwood Ave,0,1,http://www.gunviolencearchive.org/incident/1683033,https://www.wkbn.com/news/local-news/police-investigate-overnight-shooting-near-boardman-apartment-complex/
4651,"May 19, 2020",South Carolina,Greenville,Haughty Ct,1,0,http://www.gunviolencearchive.org/incident/1683862,https://www.wspa.com/news/1-shot-on-haughty-court-in-greenville-co-investigation-underway/
4652,"May 19, 2020",Texas,San Antonio,3500 block of Southton View,0,1,http://www.gunviolencearchive.org/incident/1683041,https://www.ksat.com/news/local/2020/05/19/teen-grazed-by-shotgun-pellets-in-drive-by-shooting-attempt-police-say/
4653,"May 19, 2020",Florida,Port Saint Lucie,SW Curtis St,0,1,http://www.gunviolencearchive.org/incident/1683869,https://cbs12.com/news/local/man-arrested-after-argument-led-to-shooting-at-home-in-port-st-lucie
4654,"May 19, 2020",Florida,Pensacola,N Pace Blvd and W Jordan St,0,1,http://www.gunviolencearchive.org/incident/1683872,https://www.pnj.com/story/news/crime/2020/05/19/ecso-man-hospitalized-after-shootout-between-2-cars-escambia-county/5222981002/
4655,"May 19, 2020",Florida,Titusville,Alpine Ln and Knox McRae Dr,0,2,http://www.gunviolencearchive.org/incident/1683875,https://www.floridatoday.com/story/news/crime/2020/05/20/titusville-police-investigating-shooting-left-two-injured/5227148002/
4656,"May 19, 2020",Arizona,Mohave Valley,1800 block of E Agua View Rd,0,1,http://www.gunviolencearchive.org/incident/1684696,https://www.facebook.com/thebeeaz/posts/2884277371608515
4657,"May 19, 2020",Pennsylvania,Philadelphia,2800 block of C St,1,0,http://www.gunviolencearchive.org/incident/1683893,https://www.inquirer.com/news/man-shot-dead-west-philadelphia-yewdall-street-20200520.html
4658,"May 19, 2020",Pennsylvania,Philadelphia,1000 block of Brown St,0,1,http://www.gunviolencearchive.org/incident/1850058,https://www.opendataphilly.org/dataset/shooting-victims/resource/a6240077-cbc7-46fb-b554-39417be606ee?fbclid=IwAR3qc3Qq58vSGiBnOi2Zcvp_8DtbBnf6gbwCiQ2C4OLoXkCzYf6yjg9VPgk
4659,"May 19, 2020",Pennsylvania,Philadelphia,1400 block of Greenwood St,0,1,http://www.gunviolencearchive.org/incident/1850060,https://www.opendataphilly.org/dataset/shooting-victims/resource/a6240077-cbc7-46fb-b554-39417be606ee?fbclid=IwAR3qc3Qq58vSGiBnOi2Zcvp_8DtbBnf6gbwCiQ2C4OLoXkCzYf6yjg9VPgk
4660,"May 19, 2020",Pennsylvania,Philadelphia,6300 block of Castor Ave,0,1,http://www.gunviolencearchive.org/incident/1850062,https://www.opendataphilly.org/dataset/shooting-victims/resource/a6240077-cbc7-46fb-b554-39417be606ee?fbclid=IwAR3qc3Qq58vSGiBnOi2Zcvp_8DtbBnf6gbwCiQ2C4OLoXkCzYf6yjg9VPgk
4661,"May 19, 2020",Florida,Jacksonville,9000 block of Fifth Ave,0,1,http://www.gunviolencearchive.org/incident/1683915,https://www.firstcoastnews.com/article/news/crime/man-shot-in-riverview-neighborhood/77-0c1b6dda-a1b4-44da-9951-12ba401d3804
4662,"May 19, 2020",Texas,Tom Green (county),,0,0,http://www.gunviolencearchive.org/incident/1685853,https://www.conchovalleyhomepage.com/crime/jail-logs/jail-log-may-20-2020/
4663,"May 19, 2020",New Mexico,Chaparral,NM-404,0,0,http://www.gunviolencearchive.org/incident/1683938,https://www.lcsun-news.com/story/news/2020/05/19/impaired-driver-nearly-hits-sheriff-deputy-then-points-gun/5223903002/
4664,"May 19, 2020",Florida,Ocala,Spring Rd,0,1,http://www.gunviolencearchive.org/incident/1683941,https://www.ocala.com/news/20200519/silver-springs-shores-man-injured-in-shooting
4665,"May 20, 2020",Virginia,Winchester,3612 Valley Pike,2,0,http://www.gunviolencearchive.org/incident/1685314,https://www.whsv.com/content/news/Strasburg-couple-dead-after-reported-murder-suicide-outside-a-convenience-store-570662441.html
4666,"May 20, 2020",Pennsylvania,Reading,300 block of McKnight St,0,1,http://www.gunviolencearchive.org/incident/1685317,https://www.readingeagle.com/news/crime/16-year-old-shot-in-reading-police-say/article_0798e638-9b87-11ea-b739-23c42e2d3a30.html
4667,"May 20, 2020",Missouri,Kansas City,E 23rd St and Chelsea Ave,0,1,http://www.gunviolencearchive.org/incident/1684434,https://www.kansascity.com/news/local/crime/article242904211.html
4668,"May 20, 2020",Texas,Tyler,3651 N Broadway Ave,0,1,http://www.gunviolencearchive.org/incident/1685331,https://www.kltv.com/2020/05/20/one-person-injured-shooting-tyler-apartment-complex/
4669,"May 20, 2020",Illinois,Chicago,Clarke Ave and Beasley Pl,0,1,http://www.gunviolencearchive.org/incident/1685345,https://chicago.suntimes.com/crime/2020/5/20/21265565/teen-shot-waukegan-gun-violence
4670,"May 20, 2020",Texas,Amarillo,N Lamar St,0,1,http://www.gunviolencearchive.org/incident/1685355,https://www.newschannel10.com/2020/05/20/year-old-suffering-life-threatening-injuries-after-shooting-north-amarillo/
4671,"May 20, 2020",Pennsylvania,Philadelphia,4715 Tacony St,2,0,http://www.gunviolencearchive.org/incident/1684498,https://philadelphia.cbslocal.com/2020/05/20/police-man-woman-found-shot-dead-frankford-home/
4672,"May 20, 2020",Pennsylvania,Erie,,0,1,http://www.gunviolencearchive.org/incident/1685365,https://www.goerie.com/news/20200521/erie-police-investigating-shooting
4673,"May 20, 2020",Illinois,Chicago,6100 block of S Kimbark Ave,0,2,http://www.gunviolencearchive.org/incident/1685367,https://chicago.suntimes.com/2020/5/21/21265972/6-shot-1-killed-may-20-wednesday-homicide-crime
4674,"May 20, 2020",Illinois,Chicago,50th block of E 102nd St,0,1,http://www.gunviolencearchive.org/incident/1685371,https://chicago.suntimes.com/2020/5/21/21265972/6-shot-1-killed-may-20-wednesday-homicide-crime
4675,"May 20, 2020",Illinois,Chicago,5300 block of W Chicago Ave,1,0,http://www.gunviolencearchive.org/incident/1684379,https://chicago.suntimes.com/crime/2020/5/20/21265734/austin-man-shot-death-gun-violence-chicago
4676,"May 20, 2020",Tennessee,Nashville,595 Hicks Rd,0,1,http://www.gunviolencearchive.org/incident/1684243,https://www.wsmv.com/news/suspects-wanted-after-18-year-old-shot-in-the-back/article_ee252314-9a74-11ea-b7cf-ebacf400bc30.html
4677,"May 20, 2020",Tennessee,Memphis,3029 Kimball Ave,0,1,http://www.gunviolencearchive.org/incident/1684241,https://wreg.com/news/man-shot-in-carjacking-on-kimball/
4678,"May 20, 2020",Tennessee,Memphis,3200 block of Given Ave,0,1,http://www.gunviolencearchive.org/incident/1684239,https://wreg.com/news/man-injured-after-shooting-in-highland-heights-neighborhood/
4679,"May 20, 2020",Tennessee,Memphis,1500 block of Corning Ave,0,2,http://www.gunviolencearchive.org/incident/1683819,https://wreg.com/news/two-people-injured-after-shots-fired-outside-frayser-apartment-complex/
4680,"May 20, 2020",Utah,Salt Lake City,1100 W 300 S,0,0,http://www.gunviolencearchive.org/incident/1684526,https://www.abc4.com/news/local-news/police-investigate-drive-by-shooting-in-slc/
4681,"May 20, 2020",District of Columbia,Washington,1300 block of Columbia Rd NW,0,3,http://www.gunviolencearchive.org/incident/1684317,https://www.popville.com/2020/05/triple-shooting-dc-columbia-heights/
4682,"May 20, 2020",Tennessee,Tazewell,2165 US-25E Scenic,0,1,http://www.gunviolencearchive.org/incident/1684793,https://www.middlesboronews.com/2020/05/21/several-arrested-in-connection-to-tazewell-shooting/
4683,"May 20, 2020",Tennessee,Memphis,Madison Ave and N Cleveland St,1,0,http://www.gunviolencearchive.org/incident/1684534,https://wreg.com/news/midtown-shooting-leaves-one-man-dead-police-searching-for-shooter/
4684,"May 20, 2020",Kentucky,Pineville,W Tennessee Ave,0,1,http://www.gunviolencearchive.org/incident/1684346,https://www.middlesboronews.com/2020/05/21/domestic-assault-leads-to-shooting-in-pineville/
4685,"May 20, 2020",West Virginia,Lenore,,1,0,http://www.gunviolencearchive.org/incident/1684481,https://www.herald-dispatch.com/news/man-charged-with-first-degree-murder-in-mingo-county-shooting/article_0215719a-3b8e-51d4-8560-93263d67d2d5.html
4686,"May 20, 2020",Oklahoma,Oklahoma City,2200 block of NW 35th St,0,1,http://www.gunviolencearchive.org/incident/1684546,https://kfor.com/news/local/man-shot-in-oklahoma-city-suspect-in-custody/
4687,"May 20, 2020",Ohio,Columbus,SR 104,0,1,http://www.gunviolencearchive.org/incident/1684573,https://www.columbus.gov/Templates/Detail.aspx?id=2147486739
4688,"May 20, 2020",Arkansas,Little Rock,8900 Stagecoach Rd,0,2,http://www.gunviolencearchive.org/incident/1685412,https://www.kark.com/news/local-news/two-injured-in-little-rock-gas-station-shooting-wednesday-night/
4689,"May 20, 2020",Texas,Longview,100 block of E Avalon Ave,0,0,http://www.gunviolencearchive.org/incident/1687569,https://www.news-journal.com/news/police/police-beat-friday-may-22-2020/article_e2e8f680-9ba8-11ea-a923-4feb093f54f0.html
4690,"May 20, 2020",Oklahoma,Broken Arrow,N Aspen Ave and W Kenosha St,0,0,http://www.gunviolencearchive.org/incident/1685423,https://www.tulsaworld.com/news/local/crime-and-courts/road-rage-arrest-woman-accused-of-assaulting-driver-with-bat-shooting-at-his-car-after/article_46ccb1c6-4aad-5013-8066-56be0534d262.html
4691,"May 20, 2020",Kansas,Wichita,1157 S Webb Rd,1,1,http://www.gunviolencearchive.org/incident/1684381,https://www.kansas.com/news/local/crime/article245175850.html
4692,"May 20, 2020",Alabama,Birmingham,9118 Parkway E,0,1,http://www.gunviolencearchive.org/incident/1684558,https://www.al.com/news/birmingham/2020/05/shootout-at-busy-birmingham-shopping-center-leaves-at-least-1-wounded.html
4693,"May 20, 2020",Ohio,Grove City,1900 Stringtown Rd,1,0,http://www.gunviolencearchive.org/incident/1684560,https://www.dispatch.com/news/20200520/columbus-man-arrested--after-fatal-shooting-at--motel-6-in-grove-city
4694,"May 20, 2020",Texas,Houston,2840 Shadowbriar Dr,1,0,http://www.gunviolencearchive.org/incident/1685008,https://cityofhouston.news/update-suspect-arrested-charged-in-fatal-shooting-at-2840-shadowbriar-drive/?utm_source=rss&utm_medium=rss&utm_campaign=update-suspect-arrested-charged-in-fatal-shooting-at-2840-shadowbriar-drive
4695,"May 20, 2020",Alabama,Mobile,2001 Brill Rd,1,0,http://www.gunviolencearchive.org/incident/1684563,https://www.al.com/crime/2020/05/man-charged-with-murder-at-mobile-apartment-complex.html
4696,"May 20, 2020",Alabama,Montgomery,900 block of Ann St,0,1,http://www.gunviolencearchive.org/incident/1684566,https://www.wsfa.com/2020/05/20/ann-street-shooting-under-investigation/
4697,"May 20, 2020",Colorado,Pueblo (Pueblo West),E Longsdale Dr,0,0,http://www.gunviolencearchive.org/incident/1685452,https://www.fox21news.com/news/crime/domestic-dispute-leads-to-attempted-first-degree-murder-arrest-in-pueblo-west/
4698,"May 20, 2020",Alabama,Montgomery,4000 block of Mobile Hwy,0,1,http://www.gunviolencearchive.org/incident/1684571,https://www.wsfa.com/2020/05/20/police-man-injured-shooting-mobile-highway/
4699,"May 20, 2020",Illinois,Jacksonville,1000 block of East Lafayette Ave,0,0,http://www.gunviolencearchive.org/incident/1685459,https://www.thetelegraph.com/news/article/Police-news-for-Thursday-May-21-15285309.php
4700,"May 20, 2020",Alabama,Bessemer,1600 block of Fairfax Alley,0,1,http://www.gunviolencearchive.org/incident/1684556,https://www.al.com/news/birmingham/2020/05/suspect-charged-in-shooting-in-bessemer-alley.html
4701,"May 20, 2020",Texas,Houston,2151 Wilcrest Dr,0,2,http://www.gunviolencearchive.org/incident/1685465,https://cityofhouston.news/suspect-arrested-charged-in-shooting-at-1251-wilcrest-drive/?utm_source=rss&utm_medium=rss&utm_campaign=suspect-arrested-charged-in-shooting-at-1251-wilcrest-drive
4702,"May 20, 2020",Texas,Houston,3631 N MacGregor Way,0,1,http://www.gunviolencearchive.org/incident/1683865,https://cityofhouston.news/investigation-into-shooting-incident-at-3631-north-macgregor-way/?utm_source=rss&utm_medium=rss&utm_campaign=investigation-into-shooting-incident-at-3631-north-macgregor-way
4703,"May 20, 2020",Nebraska,Grand Island,907 S Greenwich St,0,0,http://www.gunviolencearchive.org/incident/1689378,https://www.theindependent.com/news/crimes/three-arrested-after-firearm-pointed-at-woman/article_1b479754-9ac1-11ea-9bf3-df4f8e17fd57.html
4704,"May 20, 2020",Missouri,Kansas City,W 40th St and Pennsylvania Ave,0,3,http://www.gunviolencearchive.org/incident/1684427,https://www.kmbc.com/article/kansas-city-police-investigate-triple-shooting-near-39th-southwest-trafficway/32619300
4705,"May 20, 2020",Texas,Baytown,S Main St,0,1,http://www.gunviolencearchive.org/incident/1693894,http://baytownsun.com/news/article_4931726e-a08b-11ea-ae52-cb89acecac01.html
4706,"May 20, 2020",North Carolina,Winston Salem (Winston-salem),3591 Patterson Ave,0,1,http://www.gunviolencearchive.org/incident/1684590,https://www.wxii12.com/article/minor-taken-to-hospital-after-shooting-at-shopping-center-in-winston-salem-police-say/32621794
4707,"May 20, 2020",Washington,Seattle (Skyway),11600 block of 68th Ave S,0,2,http://www.gunviolencearchive.org/incident/1684592,https://komonews.com/news/local/authorities-double-shooting-reported-at-skyway-grocery-parking-lot
4708,"May 20, 2020",Washington,Yelm,21900 block of Beachside Dr SE,1,0,http://www.gunviolencearchive.org/incident/1684597,https://komonews.com/news/local/man-accused-of-domestic-violence-homicide-after-officers-find-woman-dead-in-home
4709,"May 20, 2020",South Carolina,Conway,Oak Log Lake Rd,1,0,http://www.gunviolencearchive.org/incident/1684105,https://wpde.com/news/local/warrants-18-year-old-shot-man-in-chest-during-drug-deal-near-conway
4710,"May 20, 2020",South Dakota,Rapid City,13 New York St,0,0,http://www.gunviolencearchive.org/incident/1685535,https://www.kotatv.com/content/news/570657251.html
4711,"May 20, 2020",New Jersey,Paterson,270 19th Ave,0,0,http://www.gunviolencearchive.org/incident/1684631,https://www.rlsmedia.com/article/bullets-strike-house-paterson-shots-fired-incident
4712,"May 20, 2020",New Jersey,Jersey City,124 Neptune Ave,0,0,http://www.gunviolencearchive.org/incident/1684632,https://www.rlsmedia.com/article/suspect-fires-shots-neptune-avenue-jersey-city
4713,"May 20, 2020",Arkansas,Marion,Bristol Rd,1,0,http://www.gunviolencearchive.org/incident/1685566,https://www.wmcactionnews5.com/2020/05/22/investigators-offering-reward-information-crittenden-county-homicide/
4714,"May 18, 2020",Pennsylvania,Philadelphia,3100 block of Franklin St,0,2,http://www.gunviolencearchive.org/incident/1684301,https://philly.metro.us/one-killed-eight-injured-in-shootings/
4715,"May 18, 2020",California,Antioch,1900 block of Iron Peak Ct,1,0,http://www.gunviolencearchive.org/incident/1683030,https://www.ktvu.com/news/41-year-old-man-arrested-with-fatal-shooting-of-roommate
4716,"May 18, 2020",Pennsylvania,Philadelphia,3100 block of E St,0,1,http://www.gunviolencearchive.org/incident/1684308,https://philly.metro.us/one-killed-eight-injured-in-shootings/
4717,"May 18, 2020",Pennsylvania,Philadelphia,4900 block of Rubicam St,0,1,http://www.gunviolencearchive.org/incident/1684310,https://philly.metro.us/one-killed-eight-injured-in-shootings/
4718,"May 18, 2020",Tennessee,Nashville,I-24 and US-431,0,1,http://www.gunviolencearchive.org/incident/1683540,https://www.wkrn.com/news/crime-tracker/police-man-sent-to-hospital-after-i-24-shooting/
4719,"May 18, 2020",Tennessee,Memphis,Quince Rd and Riverdale Rd,0,0,http://www.gunviolencearchive.org/incident/1683556,https://wreg.com/news/three-men-charged-with-attempted-murder-after-detective-shot-at/
4720,"May 18, 2020",Wisconsin,Williams Bay,Williams St,1,0,http://www.gunviolencearchive.org/incident/1684334,https://journaltimes.com/news/state-and-regional/police-suspect-suicide-in-fatal-shooting-of-man-in-williams-bay/article_b204becc-5d96-5430-8c29-1b1559c89bae.html
4721,"May 18, 2020",Colorado,Pueblo,Calhoun Rd and Jerry Murphy Rd,0,0,http://www.gunviolencearchive.org/incident/1683576,https://www.chieftain.com/news/20200519/pueblo-crime-beat-stolen-vehicle-gun-recovered
4722,"May 18, 2020",Texas,Harker Heights,2100 block of Fuller Ln,1,0,http://www.gunviolencearchive.org/incident/1683516,https://www.krqe.com/news/national/police-murder-suspect-tried-to-blame-others-for-death-of-ft-hood-soldier/
4723,"May 18, 2020",New York,Corona (Queens),54-81 Almeda Ave,1,0,http://www.gunviolencearchive.org/incident/1682674,https://qns.com/story/2020/05/18/man-dies-after-early-morning-shooting-in-arverne-nypd/
4724,"May 18, 2020",Kansas,Topeka,10000 block of SE Paulen Rd,0,0,http://www.gunviolencearchive.org/incident/1682877,https://www.cjonline.com/news/20200519/two-arrested-after-homeowner-shot-at-in-southeast-shawnee-county
4725,"May 18, 2020",Oklahoma,Mannford,1101 Osage Place,3,0,http://www.gunviolencearchive.org/incident/1682865,https://okcfox.com/news/local/neighbors-concerned-after-homeowner-kills-couple
4726,"May 18, 2020",Illinois,Rockford,Huffman Blvd and Fulton Ave,0,0,http://www.gunviolencearchive.org/incident/1683636,https://www.rrstar.com/news/20200519/rockford-police-arrest-10-seize-drugs-weapons-cash
4727,"May 18, 2020",New York,Bronx,719 Crotona Park N,0,0,http://www.gunviolencearchive.org/incident/1682712,https://twitter.com/NYC_Alerts911/status/1262530893513703433
4728,"May 18, 2020",New York,Bronx,Tryon Ave and E Gun Hill Rd,0,0,http://www.gunviolencearchive.org/incident/1682752,https://twitter.com/NYC_Alerts911/status/1262245598121558017
4729,"May 18, 2020",New York,Bronx,1590 Undercliff Ave,0,1,http://www.gunviolencearchive.org/incident/1682753,https://twitter.com/NYC_Alerts911/status/1262235697601224705
4730,"May 18, 2020",Michigan,Detroit,12985 Houston Whittier St,0,0,http://www.gunviolencearchive.org/incident/1682767,https://www.facebook.com/TheDetroitScanner/videos/2547008122277628/
4731,"May 18, 2020",Texas,Aransas Pass,2737 W Wheeler Ave,0,0,http://www.gunviolencearchive.org/incident/1682787,https://www.caller.com/story/news/crime/2020/05/18/aransas-pass-police-seek-suspects-involved-shooting-whataburger/5213910002/
4732,"May 18, 2020",Alaska,Big Lake,N Beaver Lake Rd,0,0,http://www.gunviolencearchive.org/incident/1684636,https://dailydispatch.dps.alaska.gov/Home/DisplayIncident?incidentNumber=AK20033297
4733,"May 18, 2020",Arkansas,Forrest City,152 Co Rd 301,1,0,http://www.gunviolencearchive.org/incident/1683211,https://www.kark.com/news/breaking-news/arkansas-man-killed-in-standoff-with-law-enforcement/
4734,"May 18, 2020",Alabama,Montgomery,2900 block of Forbes Dr,0,1,http://www.gunviolencearchive.org/incident/1682802,https://www.wsfa.com/2020/05/18/forbes-drive-shooting-leaves-man-life-threatening-condition/
4735,"May 18, 2020",Arizona,Phoenix,S 48th St and E Broadway Rd,2,0,http://www.gunviolencearchive.org/incident/1682706,https://www.azfamily.com/news/man-facing-first-degree-murder-charges-in-phoenix-double-shooting/article_feb94386-9ad8-11ea-98c2-1305c9313f7c.html
4736,"May 18, 2020",California,Long Beach,100 block of W Pacific Coast Hwy,0,1,http://www.gunviolencearchive.org/incident/1683691,https://www.presstelegram.com/2020/05/19/man-injured-by-possible-gang-shooting-in-long-beach/
4737,"May 18, 2020",Missouri,Kansas City,201 W 99th Terrace,2,1,http://www.gunviolencearchive.org/incident/1682371,https://www.kansascity.com/news/local/crime/article242807536.html
4738,"May 18, 2020",Missouri,Saint Louis,9605 Jacobi Ave,1,0,http://www.gunviolencearchive.org/incident/1682853,https://www.stltoday.com/news/local/crime-and-courts/st-louis-man-charged-with-killing-man-at-apartment-near-jennings/article_c757eac2-92f6-5adf-a89a-4e67f174b5c3.html
4739,"August 30, 2020",Connecticut,Bridgeport,1052 Howard Ave,0,3,http://www.gunviolencearchive.org/incident/1780340,https://www.ctpost.com/local/article/Bridgeport-PD-Three-shot-at-memorial-for-15525650.php?src=ctphpcp
4740,"August 30, 2020",Louisiana,Bastrop,1019 Robinson Ave,1,0,http://www.gunviolencearchive.org/incident/1784654,https://www.knoe.com/2020/09/03/wanted-two-suspects-sought-in-connection-with-bastrop-homicide/
4741,"August 30, 2020",Ohio,Columbus,411 Chittenden Ave,0,1,http://www.gunviolencearchive.org/incident/1780164,https://myfox28columbus.com/news/local/haskell-garrett-says-recovery-is-going-well-after-being-shot-sunday-morning
4742,"August 30, 2020",Ohio,Akron,1890 S Arlington St,0,0,http://www.gunviolencearchive.org/incident/1781392,https://www.cantonrep.com/news/20200831/police-shots-fired-at-akron-strip-club
4743,"August 30, 2020",Connecticut,Cromwell,CT-9,0,0,http://www.gunviolencearchive.org/incident/1780348,https://www.wfsb.com/news/police-investigating-road-rage-shooting-on-rt-9-off-ramp-in-cromwell/article_49d5a8ca-eadc-11ea-a2cf-2b42019a418c.html
4744,"August 30, 2020",Ohio,Hamilton,1400 block of Shuler Ave,0,1,http://www.gunviolencearchive.org/incident/1781395,https://www.journal-news.com/news/hamilton-crash-leads-to-shots-fired-k-9-chase-and-arrest/DIBGY3UNMNB33D4TTTMOBQKINQ/
4745,"August 30, 2020",Mississippi,Columbia,1500 block of Hale St,1,0,http://www.gunviolencearchive.org/incident/1783667,https://www.hattiesburgamerican.com/story/news/crime/2020/08/31/man-killed-2-charged-murder-columbia-ms/3448360001/?itm_medium=recirc&itm_source=taboola&itm_campaign=internal&itm_content=BelowHomepageFeed-FeedRedesign
4746,"August 30, 2020",Louisiana,Shreveport,6500 block of Union Ave,0,1,http://www.gunviolencearchive.org/incident/1781401,https://www.ktbs.com/news/woman-shot-while-sleeping-at-shreveport-apartment-complex/article_3441bad6-eabd-11ea-b90e-03ac76171951.html
4747,"August 30, 2020",Alabama,Northport,1019 McFarland Blvd,0,0,http://www.gunviolencearchive.org/incident/1790645,https://www.al.com/news/tuscaloosa/2020/09/reward-offered-after-9-guns-stolen-from-northport-business.html
4748,"August 30, 2020",Arkansas,North Little Rock,3929 McCain Blvd,0,1,http://www.gunviolencearchive.org/incident/1781306,https://katv.com/news/local/arrest-warrant-issued-for-suspect-in-north-little-rock-mall-shooting
4749,"August 30, 2020",New Jersey,Harrison (East Newark),Central Ave and 2nd St,0,1,http://www.gunviolencearchive.org/incident/1782556,https://www.rlsmedia.com/article/police-investigate-possible-gunshot-victim-found-east-newark-neighborhood
4750,"August 30, 2020",Ohio,Cleveland,1919 E 55th St,0,1,http://www.gunviolencearchive.org/incident/1783699,https://www.cleveland.com/crime/2020/08/cleveland-police-respond-to-five-shootings-in-less-than-3-hours-on-citys-east-side.html
4751,"August 30, 2020",Ohio,Toledo,600 block of Norwood Ave,0,1,http://www.gunviolencearchive.org/incident/1783714,
4752,"August 30, 2020",Alabama,Tuscaloosa,5140 E 36th Ave,1,1,http://www.gunviolencearchive.org/incident/1780331,https://www.wbrc.com/2020/08/30/homicide-investigation-underway-tuscaloosa/
4753,"August 30, 2020",New Hampshire,Rochester,64 Monroe Dr,1,0,http://www.gunviolencearchive.org/incident/1780352,https://www.bostonherald.com/2020/08/30/man-killed-after-new-hampshire-shooting-police/
4754,"August 30, 2020",Massachusetts,Boston,London St and Cunard Way,0,1,http://www.gunviolencearchive.org/incident/1780355,https://www.universalhub.com/crime/20200830/man-shot-london-street-east-boston
4755,"August 30, 2020",Hawaii,Waipahu,Pupuole St,0,0,http://www.gunviolencearchive.org/incident/1782559,https://www.hawaiinewsnow.com/2020/08/31/attempted-murder-investigation-underway-after-waipahu-shooting/
